24.0505,-120
24.051,-118.5
24.0515,-120
24.052,-119.5
24.0525,-123
24.053,-124
24.0535,-128.5
24.054,-133.5
24.0545,-143
24.055,-143.5
24.0555,-143.5
24.056,-140
24.0565,-132
24.057,-120.5
24.0575,-118.5
24.058,-109.5
24.0585,-110.5
24.059,-109.5
24.0595,-115.5
24.06,-122
24.0605,-126.5
24.061,-128
24.0615,-132
24.062,-138.5
24.0625,-138.5
24.063,-129.5
24.0635,-128
24.064,-122.5
24.0645,-120
24.065,-118.5
24.0655,-117.5
24.066,-113
24.0665,-114.5
24.067,-120
24.0675,-122.5
24.068,-122.5
24.0685,-118.5
24.069,-117.5
24.0695,-120
24.07,-121.5
24.0705,-122
24.071,-123
24.0715,-124
24.072,-125.5
24.0725,-126.5
24.073,-128
24.0735,-130.5
24.074,-136
24.0745,-137.5
24.075,-137.5
24.0755,-136
24.076,-130
24.0765,-124
24.077,-127
24.0775,-124
24.078,-126
24.0785,-129.5
24.079,-131
24.0795,-134.5
24.08,-143
24.0805,-144
24.081,-144
24.0815,-141.5
24.082,-133.5
24.0825,-128
24.083,-123.5
24.0835,-117.5
24.084,-123
24.0845,-125.5
24.085,-128
24.0855,-133.5
24.086,-133.5
24.0865,-137.5
24.087,-136
24.0875,-136
24.088,-136
24.0885,-134
24.089,-133.5
24.0895,-133.5
24.09,-128
24.0905,-128
24.091,-122
24.0915,-121.5
24.092,-121.5
24.0925,-121.5
24.093,-125.5
24.0935,-126.5
24.094,-133.5
24.0945,-132
24.095,-133.5
24.0955,-133.5
24.096,-133.5
24.0965,-132
24.097,-127
24.0975,-119
24.098,-120
24.0985,-114.5
24.099,-117.5
24.0995,-122
24.1,-126.5
24.1005,-128
24.101,-134.5
24.1015,-134.5
24.102,-136
24.1025,-142
24.103,-142
24.1035,-142.5
24.104,-134.5
24.1045,-139.5
24.105,-130
24.1055,-129
24.106,-128
24.1065,-134.5
24.107,-140
24.1075,-142.5
24.108,-145
24.1085,-149
24.109,-149.5
24.1095,-151
24.11,-144.5
24.1105,-144
24.111,-144
24.1115,-144.5
24.112,-151
24.1125,-153.5
24.113,-154
24.1135,-154.5
24.114,-154.5
24.1145,-152
24.115,-149.5
24.1155,-145.5
24.116,-144
24.1165,-149.5
24.117,-153.5
24.1175,-159.5
24.118,-166.5
24.1185,-170
24.119,-168
24.1195,-165.5
24.12,-160
24.1205,-156
24.121,-149.5
24.1215,-144
24.122,-146
24.1225,-151
24.123,-152.5
24.1235,-156.5
24.124,-162.5
24.1245,-160.5
24.125,-160
24.1255,-157.5
24.126,-156
24.1265,-154.5
24.127,-154.5
24.1275,-160
24.128,-167.5
24.1285,-170
24.129,-168
24.1295,-169.5
24.13,-165
24.1305,-162.5
24.131,-153
24.1315,-151.5
24.132,-146.5
24.1325,-144
24.133,-141
24.1335,-144
24.134,-152
24.1345,-157.5
24.135,-160
24.1355,-162.5
24.136,-162.5
24.1365,-164
24.137,-161.5
24.1375,-156.5
24.138,-152.5
24.1385,-150
24.139,-151.5
24.1395,-148
24.14,-146.5
24.1405,-149.5
24.141,-144
24.1415,-144
24.142,-144.5
24.1425,-149.5
24.143,-146
24.1435,-148
24.144,-150
24.1445,-150.5
24.145,-150
24.1455,-152
24.146,-152
24.1465,-150.5
24.147,-148
24.1475,-148
24.148,-142.5
24.1485,-149.5
24.149,-144
24.1495,-143
24.15,-146.5
24.1505,-146.5
24.151,-150.5
24.1515,-148
24.152,-145
24.1525,-144
24.153,-138.5
24.1535,-137.5
24.154,-129
24.1545,-133.5
24.155,-128
24.1555,-133.5
24.156,-134
24.1565,-142
24.157,-146
24.1575,-152
24.158,-152
24.1585,-151.5
24.159,-149.5
24.1595,-144
24.16,-138.5
24.1605,-131
24.161,-130.5
24.1615,-128.5
24.162,-127
24.1625,-128
24.163,-128
24.1635,-129.5
24.164,-133.5
24.1645,-137.5
24.165,-137.5
24.1655,-139
24.166,-139
24.1665,-139
24.167,-134
24.1675,-137.5
24.168,-138.5
24.1685,-144
24.169,-152
24.1695,-153.5
24.17,-157
24.1705,-156
24.171,-161.5
24.1715,-159.5
24.172,-158.5
24.1725,-156
24.173,-157.5
24.1735,-165.5
24.174,-170.5
24.1745,-179.5
24.175,-188
24.1755,-188
24.176,-191.5
24.1765,-190
24.177,-187
24.1775,-178.5
24.178,-176
24.1785,-172
24.179,-169.5
24.1795,-168
24.18,-172
24.1805,-181
24.181,-191.5
24.1815,-200
24.182,-202
24.1825,-204
24.183,-197.5
24.1835,-184
24.184,-176
24.1845,-160
24.185,-152
24.1855,-135
24.186,-130.5
24.1865,-120
24.187,-117.5
24.1875,-117
24.188,-110.5
24.1885,-100
24.189,-93.5
24.1895,-77.5
24.19,-59.5
24.1905,-38.5
24.191,-21
24.1915,-13
24.192,5.5
24.1925,17
24.193,41
24.1935,55.5
24.194,78
24.1945,106
24.195,143
24.1955,180
24.196,210.5
24.1965,252
24.197,278.5
24.1975,303.5
24.198,324
24.1985,340
24.199,358
24.1995,390.5
24.2,428
24.2005,474
24.201,530.5
24.2015,591.5
24.202,645
24.2025,697.5
24.203,727.5
24.2035,746.5
24.204,756
24.2045,751.5
24.205,740.5
24.2055,741.5
24.206,746.5
24.2065,762.5
24.207,797.5
24.2075,836.5
24.208,884.5
24.2085,934.5
24.209,973.5
24.2095,1002
24.21,1003
24.2105,986
24.211,944.5
24.2115,882.5
24.212,818.5
24.2125,754.5
24.213,701.5
24.2135,670.5
24.214,654.5
24.2145,658.5
24.215,671
24.2155,688
24.216,691
24.2165,682
24.217,652
24.2175,608
24.218,547
24.2185,482
24.219,409.5
24.2195,338.5
24.22,267
24.2205,211
24.221,149.5
24.2215,109.5
24.222,73.5
24.2225,42.5
24.223,21
24.2235,-2.5
24.224,-25.5
24.2245,-55.5
24.225,-76.5
24.2255,-110.5
24.226,-144
24.2265,-176.5
24.227,-218.5
24.2275,-250
24.228,-285.5
24.2285,-310.5
24.229,-338
24.2295,-346.5
24.23,-362.5
24.2305,-368
24.231,-373
24.2315,-372
24.232,-373.5
24.2325,-376
24.233,-379
24.2335,-384
24.234,-389.5
24.2345,-400
24.235,-411.5
24.2355,-421.5
24.236,-424.5
24.2365,-432
24.237,-434.5
24.2375,-436
24.238,-432
24.2385,-422.5
24.239,-416.5
24.2395,-410.5
24.24,-408
24.2405,-409
24.241,-410.5
24.2415,-417.5
24.242,-417.5
24.2425,-410.5
24.243,-406
24.2435,-400
24.244,-384
24.2445,-374.5
24.245,-360
24.2455,-351.5
24.246,-349.5
24.2465,-347.5
24.247,-349.5
24.2475,-348.5
24.248,-355.5
24.2485,-357.5
24.249,-357.5
24.2495,-349
24.25,-342.5
24.2505,-333
24.251,-321.5
24.2515,-313.5
24.252,-304
24.2525,-292.5
24.253,-286.5
24.2535,-277.5
24.254,-272
24.2545,-264
24.255,-261.5
24.2555,-260
24.256,-258.5
24.2565,-253.5
24.257,-254
24.2575,-249.5
24.258,-245.5
24.2585,-240
24.259,-233.5
24.2595,-224
24.26,-224
24.2605,-212.5
24.261,-208.5
24.2615,-200.5
24.262,-197
24.2625,-184
24.263,-173.5
24.2635,-160.5
24.264,-154.5
24.2645,-146.5
24.265,-144
24.2655,-140.5
24.266,-144
24.2665,-144
24.267,-152
24.2675,-158.5
24.268,-160
24.2685,-165.5
24.269,-160
24.2695,-154.5
24.27,-144
24.2705,-137.5
24.271,-127.5
24.2715,-117.5
24.272,-112
24.2725,-106
24.273,-106.5
24.2735,-104.5
24.274,-105
24.2745,-107
24.275,-112
24.2755,-112
24.276,-112
24.2765,-117.5
24.277,-117.5
24.2775,-117.5
24.278,-117.5
24.2785,-117.5
24.279,-112
24.2795,-107.5
24.28,-96.5
24.2805,-93.5
24.281,-87.5
24.2815,-85.5
24.282,-84
24.2825,-89.5
24.283,-93.5
24.2835,-88
24.284,-90.5
24.2845,-91
24.285,-93.5
24.2855,-89
24.286,-89.5
24.2865,-96
24.287,-93.5
24.2875,-96
24.288,-89.5
24.2885,-86.5
24.289,-83
24.2895,-80
24.29,-77.5
24.2905,-72
24.291,-74.5
24.2915,-76.5
24.292,-84
24.2925,-90.5
24.293,-89.5
24.2935,-84
24.294,-80
24.2945,-76
24.295,-74.5
24.2955,-74.5
24.296,-74.5
24.2965,-76
24.297,-80
24.2975,-74.5
24.298,-82.5
24.2985,-77
24.299,-84
24.2995,-77
24.3,-80
24.3005,-80
24.301,-74.5
24.3015,-74.5
24.302,-73.5
24.3025,-70.5
24.303,-66.5
24.3035,-67
24.304,-66.5
24.3045,-69.5
24.305,-69.5
24.3055,-69.5
24.306,-69.5
24.3065,-69.5
24.307,-67
24.3075,-74.5
24.308,-74.5
24.3085,-77
24.309,-80
24.3095,-81.5
24.31,-82.5
24.3105,-82
24.311,-80
24.3115,-77
24.312,-68
24.3125,-64
24.313,-60
24.3135,-57.5
24.314,-64
24.3145,-70.5
24.315,-74.5
24.3155,-84
24.316,-90
24.3165,-89.5
24.317,-88.5
24.3175,-86.5
24.318,-81
24.3185,-72
24.319,-67
24.3195,-69.5
24.32,-64.5
24.3205,-69
24.321,-73.5
24.3215,-80
24.322,-83
24.3225,-80
24.323,-80
24.3235,-80
24.324,-80
24.3245,-77.5
24.325,-69
24.3255,-73.5
24.326,-70
24.3265,-69.5
24.327,-69
24.3275,-73
24.328,-76
24.3285,-77.5
24.329,-77.5
24.3295,-72
24.33,-74
24.3305,-69
24.331,-65
24.3315,-65.5
24.332,-66.5
24.3325,-68.5
24.333,-74.5
24.3335,-79
24.334,-72.5
24.3345,-73.5
24.335,-65.5
24.3355,-61
24.336,-53
24.3365,-51
24.337,-50.5
24.3375,-58.5
24.338,-64
24.3385,-70.5
24.339,-73.5
24.3395,-73.5
24.34,-70.5
24.3405,-64
24.341,-60
24.3415,-51
24.342,-48.5
24.3425,-50.5
24.343,-58
24.3435,-58.5
24.344,-64
24.3445,-68
24.345,-68.5
24.3455,-64
24.346,-58.5
24.3465,-48
24.347,-38.5
24.3475,-37.5
24.348,-37.5
24.3485,-40
24.349,-48
24.3495,-56
24.35,-66
24.3505,-72
24.351,-74.5
24.3515,-67
24.352,-59.5
24.3525,-47
24.353,-34.5
24.3535,-26.5
24.354,-23.5
24.3545,-24.5
24.355,-32
24.3555,-37.5
24.356,-45
24.3565,-52
24.357,-61.5
24.3575,-56
24.358,-50
24.3585,-40
24.359,-26.5
24.3595,-21.5
24.36,-19
24.3605,-19
24.361,-22.5
24.3615,-25.5
24.362,-26.5
24.3625,-32
24.363,-26.5
24.3635,-24
24.364,-19
24.3645,-17.5
24.365,-14
24.3655,-8
24.366,-8
24.3665,-13.5
24.367,-14.5
24.3675,-12
24.368,-10.5
24.3685,-12.5
24.369,-12
24.3695,-16
24.37,-8.5
24.3705,-11
24.371,-7.5
24.3715,0
24.372,4.5
24.3725,10.5
24.373,15.5
24.3735,13
24.374,16
24.3745,12.5
24.375,16
24.3755,13
24.376,10.5
24.3765,8.5
24.377,13
24.3775,10.5
24.378,13.5
24.3785,18.5
24.379,21
24.3795,30.5
24.38,38.5
24.3805,45.5
24.381,48
24.3815,48
24.382,46.5
24.3825,43
24.383,34
24.3835,32
24.384,32
24.3845,33
24.385,44
24.3855,53.5
24.386,64
24.3865,72.5
24.387,85.5
24.3875,80
24.388,80
24.3885,78.5
24.389,74.5
24.3895,71.5
24.39,65.5
24.3905,66
24.391,68
24.3915,72
24.392,85.5
24.3925,94.5
24.393,104
24.3935,111
24.394,113
24.3945,120
24.395,121.5
24.3955,112.5
24.396,114.5
24.3965,111.5
24.397,105.5
24.3975,108
24.398,110
24.3985,115.5
24.399,114.5
24.3995,124
24.4,130.5
24.4005,134.5
24.401,138
24.4015,144
24.402,144
24.4025,144
24.403,137.5
24.4035,134.5
24.404,134.5
24.4045,137
24.405,144
